Id,UserId,Avatar,Author,Content,Url,ReactionsCount,Depth,SubCommentsCount,CommentAt,Platform,SourceFile,clean_content,word_count,CommentAt_parsed
15,UCAMlv6Bq0jsEVLVeR9eh1Ww,https://yt3.ggpht.com/DRenMeNcl3usaZ2qICPSyPApVcEZz4-3S9Su3MKelv1DbDni6M9Rg7gVTYZrbcuQOWBCLkP_Or0=s88-c-k-c0x00ffffff-no-rj,@Bila_bel,"Gimana nih pemimpinnya lambat amat gak punya empati, respon cepat doang...udah tau masyarakatnya di tangkap",,0,0,0,,YouTube,youtube_comments.csv,gimana nih pemimpinnya lambat amat gak punya empati respon cepat doang udah tau masyarakatnya di tangkap,16,
16,UCbP7kRqVJDx3xwRejQQSsnA,https://yt3.ggpht.com/ytc/AIdro_kreQYoMDitOiUhlQuQH74x8mvPequKq2PmlGBX4V_wyc2XSilO-PC-h-9Bd0LaJiGN4A=s88-c-k-c0x00ffffff-no-rj,@VghRonny-p9o,"udh biarin aj biar kapok, brangkat sendiri pulang sendiri",,0,0,0,,YouTube,youtube_comments.csv,udh biarin aj biar kapok brangkat sendiri pulang sendiri,9,
17,UC9_uPdeTXoDC6m3EtB3zhnQ,https://yt3.ggpht.com/ytc/AIdro_m8XKHqSWkWTWqWfEqmk_VKzILNNjD_Lzb82OiQOJGQrEQgbhrNF_TgQFrd7LuMlqJAqQ=s88-c-k-c0x00ffffff-no-rj,@sudirman5204,😂😂😂😂,,0,0,0,,YouTube,youtube_comments.csv,,0,
18,UC8wyskCGIXhjMCdK4ek_ABA,https://yt3.ggpht.com/ytc/AIdro_kSGfJDEc-ehaGCvwnyuNBr8kfhML-Yew76Nj8hUUSrrke4-fZIU5cLYjQMy1xZcxRHzA=s88-c-k-c0x00ffffff-no-rj,@sitirahmah3376,Semoga para jurnalis republika Alloh lindungi dan selamatkan dari kaum zionis Amiin..,,0,0,0,,YouTube,youtube_comments.csv,semoga para jurnalis republika alloh lindungi dan selamatkan dari kaum zionis amiin,12,
19,UCXiCcbrED8kiZ8Ld1AaW-gA,https://yt3.ggpht.com/ytc/AIdro_lotwq9kZ-zhxXUPYTHDURWd2bPVUP7N6Lmrz_CAiHeSQgwSE_79junSbEt4Q9YRbEFbA=s88-c-k-c0x00ffffff-no-rj,@BowoAbdullah-f6u,"Bagaimana ni Reaksi Pejabat, Pemimpin Indonesia. Terhadap zionis negosida israel.",,0,0,0,,YouTube,youtube_comments.csv,bagaimana ni reaksi pejabat pemimpin indonesia terhadap zionis negosida israel,10,
20,UCkwRBmIk8XR4mj23Np6knHQ,https://yt3.ggpht.com/ytc/AIdro_lqZZRWVeH6XqGcG2ZzeqBwu4JEmbDI7YNnRMhtqBHk1FvxA0I=s88-c-k-c0x00ffffff-no-rj,@SintoBria,Itu aktifis ilegal yang masuk Israel tanpa izin maka di anggap teroris paham itu....,,0,0,0,,YouTube,youtube_comments.csv,itu aktifis ilegal yang masuk israel tanpa izin maka di anggap teroris paham itu,14,
21,UCHtyriOPAdKNCaN7wzDCSRw,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s88-c-k-c0x00ffffff-no-rj,@AgusWaluyo-o8d7g,Mana berani...para pangkat Bintang itu...mereka sudah Hidup nyaman...pasti akan takut Terhadap siapa pun yg sama sama punya senjata dan punya potensi akan membahayakan nyawanya..,,0,0,0,,YouTube,youtube_comments.csv,mana berani para pangkat bintang itu mereka sudah hidup nyaman pasti akan takut terhadap siapa pun yg sama sama punya senjata dan punya potensi akan membahayakan nyawanya,27,
22,UCg_L_diS-rTI6xQybPcfaHA,https://yt3.ggpht.com/ytc/AIdro_nd-vlBKVo5vb_gAzEJPPrEUmKAXLoruOBOoJd_R_KvGKjJu7amWAiwOcKi9RlsoFVuaw=s88-c-k-c0x00ffffff-no-rj,@PaulusCat,Pot9ng tangan mrk,,0,0,0,,YouTube,youtube_comments.csv,pot9ng tangan mrk,3,
23,UCGWp8erhkMbLB8IYEjPuE-g,https://yt3.ggpht.com/ytc/AIdro_nnvapz-_JpWyyMzx7ZxhhHsWePETRT7qW4nQZFBh0=s88-c-k-c0x00ffffff-no-rj,@tjiptadisetyokusumo7964,"Pekerjaan  Apapun  Punya  Resiko....
Pilih  Resiko yang  paling  Kecil
Sebelum  Berbuat Atau Memulai 
Pekerjaan  yang  akan kita  kerjakan...
Jangan  Memaksakan  orang lain
Untuk  memahami  kita...
Kitalah yang  harus  mengertiin dan menyesuaikan dengan suasana  diluar sana  
Biar  Aman...Slamet. 🎉🎉",,0,0,0,,YouTube,youtube_comments.csv,pekerjaan apapun punya resiko pilih resiko yang paling kecil sebelum berbuat atau memulai pekerjaan yang akan kita kerjakan jangan memaksakan orang lain untuk memahami kita kitalah yang harus mengertiin dan menyesuaikan dengan suasana diluar sana biar aman slamet,38,
24,UCZUBJ9XH0b_4-srkUfCbQHg,https://yt3.ggpht.com/ytc/AIdro_m4jJbEjL0SIaIOtfApQMcEAEbnC-hAy2naWEzpzZ-wcWvyVBEhmP2ZNn6PyBDPQpvKQA=s88-c-k-c0x00ffffff-no-rj,@KhendingHutagalung,"Jurnalis cari mati, sudah tahu Indonesia tidak di terima di situ",,0,0,0,,YouTube,youtube_comments.csv,jurnalis cari mati sudah tahu indonesia tidak di terima di situ,11,
25,UCpErbO0eqJ11AvxAEI7REyg,https://yt3.ggpht.com/ytc/AIdro_maFvjGfHiQ6xAV_LK4g9IQhf8G8teNHwpOkkSbbz4=s88-c-k-c0x00ffffff-no-rj,@mouzaalfatih4802,❤❤❤❤❤,,0,0,0,,YouTube,youtube_comments.csv,,0,
26,UCAAJ8c1XagUuAxhZTDAC5Vg,https://yt3.ggpht.com/ytc/AIdro_kvlWfpFiGDsOuWN8WC7fbTg_M3GnIyZoNdq97hjvUJDaKXfd4Br8mhKtbUbhXvgfORVQ=s88-c-k-c0x00ffffff-no-rj,@KhairunnisaAzkasaniya,sudah resiko masuk area konflik,,0,0,0,,YouTube,youtube_comments.csv,sudah resiko masuk area konflik,5,
27,UCmowpos0ukkYlwmfvnT2j7Q,https://yt3.ggpht.com/ytc/AIdro_nK8-2S8Mp_9iHgM6KD_W9H-WTUmsXZHxezS9hOvy8=s88-c-k-c0x00ffffff-no-rj,@Imaniman-eq6nm,"Molis wajib 300 km sekali cas dinamo minimal 6000 watt,pendingin dinamo, batre milik harga murah 10 juto wajib",,0,0,0,,YouTube,youtube_comments.csv,molis wajib 300 km sekali cas dinamo minimal 6000 watt pendingin dinamo batre milik harga murah 10 juto wajib,19,
28,UCC90THCYMSHExjOpHzl_0lw,https://yt3.ggpht.com/ytc/AIdro_nHNmhgK4mtwlkvbYzWQNsHe7dvV4nJKisK6SmVW8O7u9Pa8T0cWxyinae9f8_eisKzEw=s88-c-k-c0x00ffffff-no-rj,@Angga-gt3xh,Tanpa izin pemerintah artinya ilegal 😂 memasuki wilayah terlarang artinya menyusup 😂 wajar kalau di tangkap !!! 😂,,0,0,0,,YouTube,youtube_comments.csv,tanpa izin pemerintah artinya ilegal memasuki wilayah terlarang artinya menyusup wajar kalau di tangkap,14,
29,UCVT85sU0EDOtxzwA9P48hVQ,https://yt3.ggpht.com/ytc/AIdro_l7KMA2U6Jbi0Q1I7QM--IIAzFWbd_-smPfnGoQ0fcu-_w=s88-c-k-c0x00ffffff-no-rj,@abrahamtidore5496,berarti jgn asal masuk di area konfilk pace,,0,0,0,,YouTube,youtube_comments.csv,berarti jgn asal masuk di area konfilk pace,8,
30,UCZGyvsKq2FEg0lD-csV1uvw,https://yt3.ggpht.com/ytc/AIdro_kxaPCV2L3fp3myoqjqCfBYo2tEnef6unhHc4tWv0_mFCU=s88-c-k-c0x00ffffff-no-rj,@bahteratarigan6906,Sik kemanusiaan lu.. rasakan,,0,0,0,,YouTube,youtube_comments.csv,sik kemanusiaan lu rasakan,4,
31,UCLTqwN6iYoWvn5yyU4Yh3Nw,https://yt3.ggpht.com/ytc/AIdro_nt2oyYde-6nosceh6Bz_Di8W-sNOH6A4R-u83qg__sFIaHYw-rP5YpNX8o79X1We3LHg=s88-c-k-c0x00ffffff-no-rj,@opikjelek2719,di culik apa di tangkap..?,,0,0,0,,YouTube,youtube_comments.csv,di culik apa di tangkap,5,
32,UCJMmXCasbOaHYuDjWe3EA0w,https://yt3.ggpht.com/ytc/AIdro_lRTWRoJ5Mm1J6dwSFwLZYO2tYqK3zKpN4VbdDGguTxhPP-sB_V7uVUqTAw-NzD5GCobQ=s88-c-k-c0x00ffffff-no-rj,@FaizaSofyan-e8m,"Bantu wo, entekan temen si trump dan israel. Itu rakyatmu wo",,0,0,0,,YouTube,youtube_comments.csv,bantu wo entekan temen si trump dan israel itu rakyatmu wo,11,
33,UCdQLjUYury0Aq843Of4jK6A,https://yt3.ggpht.com/ytc/AIdro_mg_qk25UpUUPhVPvFFz1FkTivULche5MvItdzRZ6uEAA=s88-c-k-c0x00ffffff-no-rj,@hamitdoang3744,Semoga diberi keselamatan dr penyekapan ini,,0,0,0,,YouTube,youtube_comments.csv,semoga diberi keselamatan dr penyekapan ini,6,
34,UCU28bT-JcaGah_jSLIJu3kg,https://yt3.ggpht.com/ytc/AIdro_lydX-DL98jfCrvWockQnsuiyk-BIz1Anv1PT2C6e8=s88-c-k-c0x00ffffff-no-rj,@480prime4,Pasti Dusta2 jurnalis.... 😂,,0,0,0,,YouTube,youtube_comments.csv,pasti dusta2 jurnalis,3,
35,UCTER9vHXo554sP-NRMnrDDQ,https://yt3.ggpht.com/ytc/AIdro_njv5bj96nXZPdVSGWFsAya7ecRhM4u_78FX5cOyq1Aefxs0LYhy-CVDYRCpSNnYeaQwA=s88-c-k-c0x00ffffff-no-rj,@CikdinHamid,"Israel sudah keterlaluan dunia harus bertindak tegas, israel. Menculik ambil harta orang palestina, Genosida anak ibu2",,0,0,0,,YouTube,youtube_comments.csv,israel sudah keterlaluan dunia harus bertindak tegas israel menculik ambil harta orang palestina genosida anak ibu2,16,
36,UCVL0N0KyRnIYeWKZ3vwuPqw,https://yt3.ggpht.com/7GeiSWvAwQK2FFHFmUaX-ghCz_pwFLJ2CeSI2Lm8RvoJjmD_DG0aYNVGQmpplrrMcbri6qK_=s88-c-k-c0x00ffffff-no-rj,@Mercy_C-class,"Pasukan dajjal dilawan... Mana sanggup lawan mereka, kecuali pasukan imam Mahdi, tapi kayanya banyak yg ngk percaya 😂😂😂",,0,0,0,,YouTube,youtube_comments.csv,pasukan dajjal dilawan mana sanggup lawan mereka kecuali pasukan imam mahdi tapi kayanya banyak yg ngk percaya,17,
37,UC7KEkW4DkJ26u71eVm_mDTg,https://yt3.ggpht.com/ytc/AIdro_kMYxzuoALeklp701_RTTqcGyDmQBNx8RUq7hexDYiJAbjeefA32v6O8iwKUH_tJvomYg=s88-c-k-c0x00ffffff-no-rj,@RumahHaimi,israel sama indo g ada hubungan diplomasi langsung + masa perang.. Dan ada to sekelompok org dengan pedenya masuk territory itu. pdhl tentara perdamaian indo aja digasak di daerah netral sama bangsa penjajah,,0,0,0,,YouTube,youtube_comments.csv,israel sama indo g ada hubungan diplomasi langsung masa perang dan ada to sekelompok org dengan pedenya masuk territory itu pdhl tentara perdamaian indo aja digasak di daerah netral sama bangsa penjajah,32,
38,UCmowpos0ukkYlwmfvnT2j7Q,https://yt3.ggpht.com/ytc/AIdro_nK8-2S8Mp_9iHgM6KD_W9H-WTUmsXZHxezS9hOvy8=s88-c-k-c0x00ffffff-no-rj,@Imaniman-eq6nm,Israhel protes mbg kok begitu..,,0,0,0,,YouTube,youtube_comments.csv,israhel protes mbg kok begitu,5,
39,UCLTqwN6iYoWvn5yyU4Yh3Nw,https://yt3.ggpht.com/ytc/AIdro_nt2oyYde-6nosceh6Bz_Di8W-sNOH6A4R-u83qg__sFIaHYw-rP5YpNX8o79X1We3LHg=s88-c-k-c0x00ffffff-no-rj,@opikjelek2719,"udah tau sedang perang malah mau kesana, kocak😅",,0,0,0,,YouTube,youtube_comments.csv,udah tau sedang perang malah mau kesana kocak,8,
40,UCkhgj6rBfwverrhF--DEiCw,https://yt3.ggpht.com/9hNXXi_Q5Fl2b1ozeyktfFzfvg_11x5tuhVjCI29Ti8BR3zqicmfdvllqfXWUxL__jfBJtxH1z0=s88-c-k-c0x00ffffff-no-rj,@Kvnokey99,Mampuss....😂😂😂😂,,0,0,0,,YouTube,youtube_comments.csv,mampuss,1,
41,UCyhCfHgALoBMQF1O2nVIJpQ,https://yt3.ggpht.com/ytc/AIdro_leFFe8KMeL6dviJz4lflNtiouNm3lwAszN8UUFbfSwdMLOPurEgsecMSCzM5JDe-AUAA=s88-c-k-c0x00ffffff-no-rj,@leonardhutagaol922,"Diculik? Ah, lebay lu.",,0,0,0,,YouTube,youtube_comments.csv,diculik ah lebay lu,4,
42,UCDIWawuOMaPTDLayAvT_7zQ,https://yt3.ggpht.com/YRVBUMdNO37Udm5gWMYNzQhfbKLC7JMZT_Fm8CXOhf0U000m4gtGhG88uTjJC8r2CGZ3GjulBQ=s88-c-k-c0x00ffffff-no-rj,@galihardharaja,"Ndak ada yg nyuruh mereka ke sono.. sudah tahu Israel tdk pandang bulu walaupun itu pers, akan tetap dihajar oleh mereka..",,0,0,0,,YouTube,youtube_comments.csv,ndak ada yg nyuruh mereka ke sono sudah tahu israel tdk pandang bulu walaupun itu pers akan tetap dihajar oleh mereka,21,
43,UCsVB4QbrTurv9Xsv_iD1jEQ,https://yt3.ggpht.com/iFv6gfXJqyVYMvGoJbsiaIn8RumiifkIZCyc03j9MP5Eh_-hwyZ4oM_-PlCj-UWW8otgFfTX1IU=s88-c-k-c0x00ffffff-no-rj,@PUJAWALI_BALI,"Lha..nyari mati. Ngpain pergi kedaerah konflik. Sudah tau Mossad dan IDF itu biadab, gak pandang bulu klo bantai org",,0,0,0,,YouTube,youtube_comments.csv,lha nyari mati ngpain pergi kedaerah konflik sudah tau mossad dan idf itu biadab gak pandang bulu klo bantai org,20,
44,UCJ-tM_1NLHnLV8WIaJfMBmA,https://yt3.ggpht.com/ytc/AIdro_mc4Y9gQCEiemTFxftMBzkVs4f2dFVKIi2EzfEXVVougJ-byH1unVlcX4jadECPvzh2lg=s88-c-k-c0x00ffffff-no-rj,@michael2705simanjuntak,"betul kah beritamu ini pak, hoax pula",,0,0,0,,YouTube,youtube_comments.csv,betul kah beritamu ini pak hoax pula,7,
45,UCI_T8R5AxvvgJTO6ZWt9tYg,https://yt3.ggpht.com/ytc/AIdro_ktf9w-_Y-Ykk2WaCOrvRvto-DqwRfZrCwkWm-etOgO-lhcHcpTYkUtyPAuK6d42C4TAw=s88-c-k-c0x00ffffff-no-rj,@cemalcemol,"Sebetulnya aneh banget,bilang diculik,tapi masih bisa buat video kayak gini,bikin propaganda  saja,harusnya kalau memasuki wilayah suatu negara ya tidak seenaknya",,0,0,0,,YouTube,youtube_comments.csv,sebetulnya aneh banget bilang diculik tapi masih bisa buat video kayak gini bikin propaganda saja harusnya kalau memasuki wilayah suatu negara ya tidak seenaknya,24,
46,UCX7h8nV3UT6xsh0yaO3DSUw,https://yt3.ggpht.com/ytc/AIdro_lTRfiFPSakYg4RhJ0dUUDf5Fq4pnYA4PCRJF6rzkfguOz9=s88-c-k-c0x00ffffff-no-rj,@ivankandella8103,Untung kapalnya tidak dirudal seperti Hamas,,0,0,0,,YouTube,youtube_comments.csv,untung kapalnya tidak dirudal seperti hamas,6,
47,UCwXDngU_jQ1ubINb1LNNm4w,https://yt3.ggpht.com/ytc/AIdro_mB0AEzuPBnHUnbJ05Kn6OFC0GWil99rk2mq0C8tMcOp8jSTPBxtIYFzdnOER1R9KYpvA=s88-c-k-c0x00ffffff-no-rj,@tommiharhutapea7937,"Mana ada urus disini masih banyak pengangguran.
Banyak tetangga atau saudara lagi hidup susah 
Sorry..gak minat mending yang dekat dan depan mata saja.",,0,0,0,,YouTube,youtube_comments.csv,mana ada urus disini masih banyak pengangguran banyak tetangga atau saudara lagi hidup susah sorry gak minat mending yang dekat dan depan mata saja,24,
48,UC53R-mR5WmG_1sMjb9FJExg,https://yt3.ggpht.com/GerlEhBN9YjqbjT6akDaxcWwp2Kd5lChTo6QEYmjPOUm4QkRk7PG_7QV79_iJBtcQmpqF7c05A=s88-c-k-c0x00ffffff-no-rj,@RUKUNGAWESENTOSO,"Bagus ditangkap..., ngapin klayapan ke negara orang yang sedang konplik.....",,0,0,0,,YouTube,youtube_comments.csv,bagus ditangkap ngapin klayapan ke negara orang yang sedang konplik,10,
49,UCt0k19_sZrFoIoMm7P0ckWw,https://yt3.ggpht.com/ytc/AIdro_nPwj0q1VHy1hUfYBo_7UXCY62L6t2c04mW5iTRSxRUchtXqPf1ay264TypekgYI4LUIg=s88-c-k-c0x00ffffff-no-rj,@gagalm3f,manusia2 cari muka bgtu langsung dibuang ke laut sj.di negri sndiri banyak yg melarat sok relawan ke negri org.matikan sj.,,0,0,0,,YouTube,youtube_comments.csv,manusia2 cari muka bgtu langsung dibuang ke laut sj di negri sndiri banyak yg melarat sok relawan ke negri org matikan sj,22,
50,UC7UNe1N5HRTyj8c1PdVBrDA,https://yt3.ggpht.com/ytc/AIdro_mTM3I_J2ih6O_ventqDS1zxL7aVwUFw36WsAdUoadQlQ=s88-c-k-c0x00ffffff-no-rj,@thejoker49,Ngapain juga org2 ini,,0,0,0,,YouTube,youtube_comments.csv,ngapain juga org2 ini,4,
51,UCdnLz7nAlOqbZyWvvn25I1g,https://yt3.ggpht.com/S8jEFQcwazMY6Cbwe2SZmUxQBzJYXNdbGP0jm7aT3wygjD7fla5s20s5v9Cfun3UuisndIJYyA=s88-c-k-c0x00ffffff-no-rj,@djawadwipachannel5875,"Lagian lg pd ngapain disana, kyk org2 yg kurang kerjaan aja 🙊🤣🤣🤣
Makanya fokus kerja, cari duit, ngapain repot2 dtg ke negara yg lg perang, kyk jagoan aja 🙉🙈
Dukung palestina bkn begitu caranya, msh bnyk cara lain.",,0,0,0,,YouTube,youtube_comments.csv,lagian lg pd ngapain disana kyk org2 yg kurang kerjaan aja makanya fokus kerja cari duit ngapain repot2 dtg ke negara yg lg perang kyk jagoan aja dukung palestina bkn begitu caranya msh bnyk cara lain,36,
52,UCPJhZoGvd0g1q0VFcTYlifw,https://yt3.ggpht.com/fxJ106CGBiuKcRVM9cQwo7T507pY8TDh6lD4pQHF9Q_isRhQqAN48aXcJiqxo4Hqzp9BgRmTUA=s88-c-k-c0x00ffffff-no-rj,@elaeisguinensis3161,"Diculik???? ha ha ha ha ha 
Siapa yang goblok...",,0,0,0,,YouTube,youtube_comments.csv,diculik ha ha ha ha ha siapa yang goblok,9,
53,UCOeSvgUeXXjLEPMzIsKFyYg,https://yt3.ggpht.com/ytc/AIdro_mbuKjqaDp0piKIeBhSqxIqAI7x5o5MZ_Mb-sSBfzC4a6U=s88-c-k-c0x00ffffff-no-rj,@doraemon-ml7og,"DATANG TAK DI UNDANG, SAAT BERHASIL JADI SOK HERO, SAAT GAGAL YA NARASI DI BANGUN LAH. APAKAH PALESTINA PEDULI DENGAN ANDA ?",,0,0,0,,YouTube,youtube_comments.csv,datang tak di undang saat berhasil jadi sok hero saat gagal ya narasi di bangun lah apakah palestina peduli dengan anda,21,
54,UCK0D1gpNF-cfbLWMp9mBCBA,https://yt3.ggpht.com/ytc/AIdro_mNkj4pW6jUvChG4gBzsrYlBtzdpsU-SuNMu6MPKVmDoCxY2_D05vAOfPJE2IATJUm0Sw=s88-c-k-c0x00ffffff-no-rj,@moshesiregar4139,"Masuk zona perang,, yah beruntung klo bisa keluar dari zona perang itu masih hidup,,",,0,0,0,,YouTube,youtube_comments.csv,masuk zona perang yah beruntung klo bisa keluar dari zona perang itu masih hidup,14,
55,UCZQsIn1Atf3mKt0-mQDS5Zg,https://yt3.ggpht.com/FgHEJe_6JiCK7KOt66ykqm-G2bRUZUmaoLgJV2ScYmOd-O6FwijozPTkdASyONqID4p7YlBZQPw=s88-c-k-c0x00ffffff-no-rj,@studiobiangkala,diculik pa ditangkap...??,,0,0,0,,YouTube,youtube_comments.csv,diculik pa ditangkap,3,
56,UCXhKdkJurr9MBvCUwl2UTGQ,https://yt3.ggpht.com/ytc/AIdro_mecWnYm9YiZm0tb0Jd-a975_O3muvN6BBSaUFcDqU=s88-c-k-c0x00ffffff-no-rj,@kendykimbal7418,Maunya viral,,0,0,0,,YouTube,youtube_comments.csv,maunya viral,2,
